question,correct_answer,student_answer,gap_type,gap_score,socratic_question
Which of the following statements would the author agree?,People should find a proper ratio between high and low pay.,People should find a proper ratio between high and,incomplete,0.6840592622756958,Why do you think that is the case?
"Using context clues we may infer that "" iodine, fluoride and calcium"" are   _  .",substances which act positively or negatively on man's health,substances which act positively or negatively on,incomplete,0.711179792881012,Why do you think that is the case?
What are formed by the attraction between oppositely charged ions?,ionic bonds,ionic bonds,correct,0.9999999403953552,Can you explain your reasoning?
"According to the article, what is the author's opinion about identity?",Cloning may prevent people from possessing their identities.,This is incorrect because Cloning,incomplete,0.625911295413971,Why do you think that is the case?
"In Adams' opinion, the reason why ""whatever"",was judged more annoying may be that   .   _",it carries certain negative meaning sometimes,This is incorrect because it,misconception,0.1816987693309784,Why do you think that is the case?
What is the text mainly about?,A charity dinner held in Beijing by Mr. Buffett and Mr. Gates.,A charity dinner held in Beijing by Mr. Buffett and,correct,0.9380282759666443,Why do you think that is the case?
Mouthwashes are not an effective cure for bad breath mainly because   _  .,they can't get to all the offending bacteria,This is incorrect because they,misconception,0.18788474798202515,Why do you think that is the case?
"After winning the game,the computer   _   .",gave out some lights and sounds,gave out some lights and sounds,correct,1.0000001192092896,Why do you think that is the case?
"According to the French writer, we often need help from others, so we should   _   .",help others as much as we can,help others as much as,correct,0.9619196653366089,Why do you think that is the case?
What can we learn about the new study?,Its result is consistent with(...) the previously established ideas.,Its result is consistent with(...) the previously,incomplete,0.6886628866195679,Why do you think that is the case?
It can be inferred  from the report that the damage caused by the earthquakes could be much less heavy if   _  .,the people had been warned earlier,the people had been warned earlier,correct,0.9999998807907104,Why do you think that is the case?
The ability for a plasma membrane to only allow certain molecules in or out of the cell is referred to as what?,selective permeability,selective permeability,correct,0.9999999403953552,Can you explain your reasoning?
Where does the embryo develop in a plant?,inside the female plant after fertilization,inside the female plant after fertilization,correct,1.0,Can you explain your reasoning?
What would be the best title of the passage?,Effective Test Taking Skills.,Effective Test Taking Skills.,correct,0.9999998807907104,Why do you think that is the case?
What can we learn about Caterpillar music?,The theme of the class changes every week.,The theme of the class changes every week.,correct,0.9999998807907104,Why do you think that is the case?
"If you travel to a tropical country,   _  .",you must prepare proper clothes,you must prepare,incomplete,0.7123496532440186,Why do you think that is the case?
Why did the old man offer Jimmy a ride?,He was thankful to Jimmy,He was thankful,incomplete,0.7776927947998047,Why do you think that is the case?
What was it that Prozorov felt most bitter about?,That he had lost to a machine.,That he had lost to a machine.,correct,1.0,Why do you think that is the case?
"Unlike prokaryotic cells, dna and rna synthesis in eukaryotic cells occurs in a separate compartment from synthesis of what?",protein,protein,correct,1.0,Can you explain your reasoning?
"Before the races begin,   _   take part in the activities during the opening ceremonies.","musicians, officials, camels and horses","musicians, officials, camels",correct,0.9652904272079468,Why do you think that is the case?
_   might serve as a suitable title for this selection.,The Influence of Geographical Environment on Man,The Influence of Geographical Environment on Man,correct,1.0,Why do you think that is the case?
What kind of person would probably apply to Palmlace Limited?,One having good computer knowledge.,One having good,incomplete,0.5069459676742554,Why do you think that is the case?
What would be the best title for this passage?,Doris Lessing wins the Nobel Prize for Literature,This is incorrect because Doris,misconception,0.3551483452320099,Why do you think that is the case?
